290,2966291,147,562915
Alabama,AL,9,30828
Arkansas,AR,3,8445
Delaware,DE,3,6212
Florida,FL,3,3602
Georgia,GA,10,46159
Iowa,IA,4,11136
Kentucky,KY,12,58433
Louisiana,LA,6,16934
Maine,ME,9,43813
Maryland,MD,8,36180
Mississippi,MS,6,26229
New Hampshire,NH,6,25053
North Carolina,NC,11,39914
Rhode Island,RI,4,5578
South Carolina,SC,9,46029
Tennessee,TN,13,61232
Texas,TX,4,7589
Vermont,VT,6,23962
Virginia,VA,17,46003
Wisconsin,WI,4,19584
